ID,User,Tweets,fav_count,rt_count,tweet_date,Sentiment
1359819793537368071,Formula Botanica,member exclusive member only community lab formula botanica let u know get month s mini lab cbd hemp love work colleen awesome lesson,2,0,2021-02-11 11:01:17,positive
1359726498584932365,sierraraynes,alert chart ethusd bmex cv d m min study rip formula sell entry row true last price bar start date time alert alertsound,0,0,2021-02-11 04:50:34,positive
1359816130395856896,phiweh,bundle joy bag nappy clothes aprrox item baby formula milk bottle bum cream cotton wool surgical spirit wet wipe baby blanket,1,0,2021-02-11 10:46:44,positive
1359696467133419521,Bot Spotting,ready fav follow retweet win noteworthy spawn jutting share mannequin formula,1,1,2021-02-11 02:51:14,positive
1359744896744247296,savemeplease,monitor keep record day trading realize profit loss create excel format jan dec separate tab bro dad market close i enter amount u be profit loss formula base i type whole thing lol,1,0,2021-02-11 06:03:40,positive
1359808170835783684,Anpario,ensure optimal fundamental lower overall medication antibiotic usage one point l s formula boost unit success read more,0,1,2021-02-11 10:15:06,positive
1359711239656656896,Mads :) ♡’s rose & liz & cali || petunia ate luke,spent day irl school cop watch first season formula race show,0,0,2021-02-11 03:49:56,positive
1359800120687153152,SAP Analytics,mercedes benz eq formula e team secret gain competitive edge get real team find deliver on track performance great fan experience,1,1,2021-02-11 09:43:07,positive
1359812853851688960,Front Row Racing,good news formula canada look forward saturday s sprint race,0,0,2021-02-11 10:33:43,positive
1359825052334702594,Gareth Ware,today s episode thing I remember good reason I oddly glad do abba s session drummer slim borgudd formula point scorer best result th british grand prix,2,0,2021-02-11 11:22:11,positive
1359774515606208515,rolex watches and bling,brand new tag heuer formula chronograph mm stainless steel men s watch cah ba goldsmith,0,0,2021-02-11 08:01:22,positive
1359671995898728449,"Mia P. Manansala (ARSENIC AND ADOBO May 4, 2021)",addition awesome recipe reading recommendation I also give away ebook copy lady s formula love elizabeth everett one lucky newsletter subscriber february newsletter go tomorrow afternoon sign soon possible,10,5,2021-02-11 01:13:59,positive
1359831261053861891,St Mary's School,y student take part math enrichment activity lockdown math support programme stella aoife school proud work algebraic formula win game pig differ variation it outstanding girl,0,0,2021-02-11 11:46:51,positive
1359818210422390788,Young H. 🧡 #WeRaceAsOne,the moment money becomes motivation immediately good someone stimulate passion internal will sebastian vettel formula one driver,0,0,2021-02-11 10:55:00,positive
1359710014500466689,Sam ⓥ,one available amazon elsewhere deva vegan multivitamin mineral supplement pack vegan formula green whole food veggie herb high potency manufacture usa vegan tablet,0,0,2021-02-11 03:45:04,positive
1359798329505419273,Class:PR,famous ultimate online course teach proven step step formula master pr get medium coverage deserve enrol now,0,0,2021-02-11 09:36:00,positive
1359700204040118278,RJ Politics,very needy ccsd school get stung new funding formula,1,0,2021-02-11 03:06:05,positive
1359836565992689667,カニさん,ohh great past era formula,0,0,2021-02-11 12:07:56,positive
1359757352082149379,A ⎊,writer r real cunning perfect opportunity hv blast completes year this either timing wz wrong go cliffhanger weekend formula either way step towards v want,6,2,2021-02-11 06:53:10,positive
1359839213865304070,•k•,val lewton approach our formula simple love story three scene suggest horror one actual violence fade out,0,0,2021-02-11 12:18:27,positive
1359667939171995650,Emz,I wait grpl reach new ath year us fibonacci golden ratio formula bin rebase system bnb,3,1,2021-02-11 00:57:52,positive
1359756571182514176,ORL Ιατρική Medicine,cole formula uncuffed tube id mm age year motoyama formula cuffed etts child age yr old id mm age khine formula cuffed etts child young yr id mm age,0,0,2021-02-11 06:50:04,positive
1359772160441552899,😼,I would suggest formula easy remember,0,0,2021-02-11 07:52:01,positive
1359821872834244610,Wella Professionals,stylist christina alia do save formula gorgeous gray coverage glow formula color touch koleston perfect mids end koleston perfect,0,0,2021-02-11 11:09:33,positive
1359784024697372673,RaceFans,commission meet today discus several significant development among plan extra saturday sprint race canadian italian brazilian grand prix several key detail yet agree,20,2,2021-02-11 08:39:09,positive
1359814641967378432,Front Row Racing,preview formula really raikkonen s last hurrah,0,0,2021-02-11 10:40:49,positive
1359838351206064132,Danny G,see go low follow trend safe bet hit soon I go to own know win formula,1,0,2021-02-11 12:15:02,positive
1359705790102315013,Justin Bush,win formula,0,0,2021-02-11 03:28:17,positive
1359721161160937472,Ahnzbananz,go doctor son saw little girl drinking juice start cry it lol poor boy raise parent allow drink anything formula water wait till baby lol,1,0,2021-02-11 04:29:21,positive
1359694019694067713,FILMYNO,formula best,2,0,2021-02-11 02:41:30,positive
1359809250218831874,aii ◡̈ | help rt pinned📌,continued soul plate moonbin mermaid prince eighteen sanha love formula eunwoo gangnam beauty true beauty rookie historian goo hae ryung hit top top management sweet revenge astro cameo,0,0,2021-02-11 10:19:23,positive
1359805455984439296,Vinci Hair Clinic Nigeria,solution yesterday formula vinci expertise almost equal perfection equation today get ready weekend leave comment win prize,0,0,2021-02-11 10:04:19,positive
1359682592740691971,Amy Colleen,baby watch longingly eat bagel breakfast me worry sweetie get try solid first time today baby me ok honey bun pureed oat cereal lukewarm formula mixed baby,5,0,2021-02-11 01:56:06,positive
1359830319730470915,DesignUppp,formula worthy racecar design satisfy need speed,0,0,2021-02-11 11:43:07,positive
1359754086036484096,sierraraynes,alert chart ethusd bmex cv d m min study rip formula sell entry row true last price bar start date time alert alertsound,0,0,2021-02-11 06:40:11,positive
1359765687288365065,The Race,stake vote major issue red bull get engine freeze need keep hondas sprint race trial go ahead next gen engine rule arrive portimao get race today crunch time,118,11,2021-02-11 07:26:17,positive
1359729134428164096,✨corby✨ # b I m,ipsa metabolizer there different formulation sayu us formula help dullness one sayu s fave product use year round idea many bottle through,0,0,2021-02-11 05:01:02,positive
1359673764112400387,Dear Moon⁷🌛,love since debut focus create music believer skeptic people million people needle say good formula,91,35,2021-02-11 01:21:01,positive
1359834898677329922,Æthelstan I 👑,reminds use watch formula race bbc every sunday one race fell asleep during woke hour later race still go first six position change all stop watch then,0,0,2021-02-11 12:01:19,positive
1359804628146278405,GPblog.com,aston martin want become top team formula that goal,0,0,2021-02-11 10:01:01,positive
1359812907274555394,Amy_CoopPioneer,know child receive benefit get free healthy start voucher every week spend milk fruit veg pulse formula milk spent voucher value topped make value,0,0,2021-02-11 10:33:55,positive
1359668495839989764,Fox Motorsport,talk start clear path aussie young gun on verge story,15,1,2021-02-11 01:00:05,positive
1359829669265084417,Non Fiction Books,self help channel failure win formula gain great confidence area life,0,0,2021-02-11 11:40:32,positive
1359803013439840256,Mr Vibez 🥳🥳🥳,man great driver control car situation time apply formula,0,0,2021-02-11 09:54:36,positive
1359810673723719681,Mary Jean® Cruelty Free Beauty & Home Fragrance,enrich almond avocado oil beautifully scent hand balm hydrate hand without leave grease behind heavy duty formula packed shea mango extremely rough worn dry hand need,0,0,2021-02-11 10:25:03,positive
1359774324731875329,Scientific Marketer,growth acquisition sale important important convert customer fan learn step formula,0,0,2021-02-11 08:00:37,positive
1359835460206485504,Bogdan Dutescu,have anyone notice far pi number impossible formula show math scarily perfect total supply perfection crypto,1,0,2021-02-11 12:03:32,positive
1359816648404783106,BROTA INDIHERBS LLC,kamaedge natural booster supplement lead male enhancement formula design elevate sexual performance call u visit u info,1,0,2021-02-11 10:48:47,positive
1359681258616479749,Bobby Milone,analtyics change go power contact k s velo smart defense afterthought cash discuss many formula time show w year,5,1,2021-02-11 01:50:48,positive
1359819745218945024,The Storybarn,celebrate tomorrow share ada twist scientist andrea beaty book real formula fun also craft inspire chinese new year facebook live tomorrow,1,2,2021-02-11 11:01:06,positive
1359751294777323520,Swaran Singh Sempla,shri warmly welcome shri swaran sempla morinda chamkaur sahib team highlight various scheme implement kejriwal govt also promise apply formula punjab also,1,0,2021-02-11 06:29:06,positive
1359723426450202626,Matthew Helm,mother god would recommend check formula aws info graphic want really aneurism,0,0,2021-02-11 04:38:21,positive
1359820500667621377,2021-22 SNP Gov Budget = £54bn,possibly explain barnett formula mean england raise spends per head population upon donate wale per head population regardless whether raise p p additional top enough,1,0,2021-02-11 11:04:06,positive
1359668678275473409,Exotic Godly Selena Queen,rare beauty free crueltry vegan formula eco friendly package,0,0,2021-02-11 01:00:48,positive
1359728683267858434,Antonio Thompson,simple step twitter formula generate fresh lead per day w phone number grow home business,0,0,2021-02-11 04:59:15,positive
1359680813546180608,Meet,formula attain happiness others multiple happiness volunteer indulge humanity work even celebrate every occasion help needy destitute every possible way source inspiration ji,7,13,2021-02-11 01:49:02,positive
1359823286180466688,GoodHealthNaturally,shop serranol support good health combination formula serrapeptase iu mg meriva curcumin mg ecklonia cava extract iu vitamin d capsule recommend general health support vegetarian friendly,0,0,2021-02-11 11:15:10,positive
1359729003649585154,"kylie ""defund the police"" sparks 🖤🥂⚾️🏀",also medical cannabis user someone systemic chronic pain chronic illness neck spasm today prescription touch it I found dosist relief formula thc cbd really help acute chronic pain,10,1,2021-02-11 05:00:31,positive
1359793988274970625,Patrick,formula team meet vital vote red bull get need via,0,0,2021-02-11 09:18:45,positive
1359666314806054913,Julia Serano,I write nothing kid course would link two trans queer child molester classic formula bye bye anita bryant,0,0,2021-02-11 00:51:25,positive
1359737059687215104,Imo Socials,ssanu nasu futo begin strike senior non academic staff union futo ground academic non academic activity campus fgs handle ippis share formula nbn earn allowance non payment arrears new minimum wage trigger action,1,0,2021-02-11 05:32:32,positive
1359750448563978244,Lynn Bannerman,ibm sap evolution platform win formula customer,0,0,2021-02-11 06:25:44,positive
1359676023491555329,The Nerd Daily,victorian lady formula love mix one brilliant noblewoman enigmatic protection officer add measure danger attraction heat warmth humour friendship result simple chemistryit elemental now,3,0,2021-02-11 01:30:00,positive
1359816499716890624,Mercedes F1 News - SilverArrows.Net,toto wolff say mclaren partnership important pillar mercedes formula story true silver arrow return,3,0,2021-02-11 10:48:12,positive
1359744152628559873,TelcoZw,celebrate zimbabwe stephanie travers fluid engineer petronas f team also first black woman stand formula podium year,0,0,2021-02-11 06:00:43,positive
1359809295227977730,Front Row Racing,formula make saturday sprint race success racefans,0,0,2021-02-11 10:19:34,positive
1359708097669967872,Albazullila,define style sound read listen time complicate formula look closely detail know contemplate work simple,0,0,2021-02-11 03:37:27,positive
1359793196813975554,Peter Danaher,brilliant jochen r formula v,1,0,2021-02-11 09:15:36,positive
1359783187728244736,KT,need wake bit think catch social life read first paragraph context medicine second formula,0,0,2021-02-11 08:35:50,positive
1359683765895917568,Coventry Creations,dorothy s magical cure all impossible situation couple best money manifestation formula market bar none powerhouse combo,0,0,2021-02-11 02:00:46,positive
1359794068675559426,🖤Suzanne Hughes🖤,world live change stay healthy important ever before introduce defend advanced immune shield formula design reinforce front line defense keep immune system peak performance year round avaliable,0,0,2021-02-11 09:19:04,positive
1359664773001064448,Hiller & Woods of BET on Hospitality,manager want inspire need good laugh learn optimize challenge circumstance use revpar formula,0,0,2021-02-11 00:45:17,positive
1359685599884681216,Patty Viers,call boycott make statement formula race set happen saudi arabia lewis please join race saudi woman free war yemen end,0,0,2021-02-11 02:08:03,positive
1359810398464147459,Read Motorsport,alpine unfazed current situation customer affiliate team french outfit outline plan work team place junior driver formula full story,0,0,2021-02-11 10:23:57,positive
1359782402315411457,Beauty & Personal Care,maryann organic collagen cream anti age face moisturizer day night make usa natural formula hyaluronic acid vitamin c firm cream smooth wrinkle fine line oz maryann organic collagen cream anti age face m,0,0,2021-02-11 08:32:42,positive
1359703809342251009,محمدان,formula complicate business know money nowadays literally lose soul fan waaayyyy bad lmao,0,0,2021-02-11 03:20:24,negative
1359750011068809216,Speedgoat,find team design vehicle leverage rapid control prototyping advanced model base test scheme race car,1,0,2021-02-11 06:24:00,negative
1359704333089009666,Space Cowboy,undoubtedly go end like reskinned yakuza game look fist north star yakuza formula would work hella well apply character I would,0,0,2021-02-11 03:22:29,negative
1359769193143537666,The Race,bad team modern era lola s disastrous attempt rejoin grid topic week s podcast find project rush car would get even slow fare windtunnel,34,11,2021-02-11 07:40:13,negative
1359670567943745537,• Believe in Freddy Andersen •,replicate monday formula again three shot minute wake fuck sake,0,0,2021-02-11 01:08:19,negative
1359688287812784128,🌟STAR🌟|☀️birth era,damnyou do say get screenshots say show menow get mad like I askin explain quadratic formula gah lee go wash ya panty twist case know,0,0,2021-02-11 02:18:44,negative
1359826222654640128,The Portugal News,return formula portugal a dead cert accord report today,1,0,2021-02-11 11:26:50,negative
1359694459898900483,vbspurs,oh my little lighter grecian formula there jamie,0,0,2021-02-11 02:43:15,negative
1359743018530652167,NamaSTAR Shango,long sugar alcohol dark force found spiritual formula alcohol always use spiritual work cast spell alcohol call spirit serve human enslave them,2,1,2021-02-11 05:56:13,negative
1359722167253012483,AutoRacing1.com,rumor half formula one calendar change portugal algarve circuit set return formula one calendar season take vacant slot left vietnam may bbc sky sport television say team would told offic,0,0,2021-02-11 04:33:21,negative
1359743386023002112,tweets,cannot give formula success give formula failure be try please everybody,0,0,2021-02-11 05:57:40,negative
1359736673274236931,Hürriyet Daily News,single two state formula resolve problem,0,1,2021-02-11 05:31:00,negative
1359774881198571523,BestDealsUk,maybelline instant anti age eraser eye concealer dark circle blemish concealer ultra blendable formula ivory,0,0,2021-02-11 08:02:49,negative
1359752191821500419,KikoMatsing,either bong shit formula nila problem a defer violent reaction mass b hasten mass agrees it profit repeat,3,0,2021-02-11 06:32:40,negative
1359818519454617601,MVT RACING News,return formula portugal a dead cert reportedly algarve circuit host event may third race world championship bahrain italy,0,0,2021-02-11 10:56:13,negative
1359776938550693892,Sebastian Olma,sincerity fake world mean stay true one profile neatly summarise rao for dummy formula great mind discus idea mediocre mind discus event small mind discus people premium mediocre mind discus bitcoin,0,0,2021-02-11 08:11:00,negative
1359822782767501315,Motoring Chat,d commits formula e least,0,0,2021-02-11 11:13:10,negative
1359724945270538240,Shay,would love see people think gameplay loop structure defines series try make sense sonic game like different style year zelda follow alttp formula either guess zelda game either,1,1,2021-02-11 04:44:24,negative
1359731766991474689,Mars_2807,think broken gearbox flat tire oil leak race issue mention man miss formula,0,0,2021-02-11 05:11:30,negative
1359725583744135174,Ben Simo 😷,common people create formula map point hour day rather use point indicator relative effort effort subject uncertainty complexity people want estimate day estimate day call point,1,0,2021-02-11 04:46:56,negative
1359831589555945474,Chris Bachmann,fiaformulae back round formula e accelerate today use hashtag tweet displayed social wall show,0,0,2021-02-11 11:48:10,negative
1359762138991050754,Success Brokers Sa,the success business base principle idea offering late fashion low price turn create formula cut cost integrate business manufacture distribute sell amancio ortega,0,0,2021-02-11 07:12:11,negative
1359724555812691977,ClinOwl,therapeutic efficacy xuanfei baidu formula combine conventional drug treatment coronavirus disease protocol systematic review meta analysis,0,0,2021-02-11 04:42:51,negative
1359714583301226500,K Insha Sheikh,scam artist knew badly struggle feed badly suffer even buy daughter formula fight homeless baby fool me course desperate please everyone share get away,0,0,2021-02-11 04:03:13,negative
1359672163612172288,Mya J.,well hope yo booby make milk cost formula even last month shit barely week mf bill,0,0,2021-02-11 01:14:39,negative
1359714215129272320,8finity Shop,maybelline superstay matte ink coffee collection long wear lipstick saturate liquid matte formula ink lip hour fadeproof transferproof last day buy here,0,0,2021-02-11 04:01:45,negative
1359704448835203072,Brsav,game rip,1,0,2021-02-11 03:22:57,negative
1359678406271598599,Justin Beall,less mass organization easy accelerate narrator meet formula team captain talk shorten cycle time intent base leadership appear flavor scrum continuous improvement,2,0,2021-02-11 01:39:28,negative
1359834072386658308,Manohar Chimmani,average fail formula,0,0,2021-02-11 11:58:02,negative
1359679013128712192,AK4SustainableBudget 📊,aid formula new fed package currently consideration fails target state local govts face difficult circumstance accord recent study alaska face large decline state tax rev fairly low aid list,0,1,2021-02-11 01:41:53,negative
1359673175680946182,Amiya Behera,book fill unnecessary short cut formula short cut formula like add nothing understand concept also overload child pointless burden memorize parrot,0,0,2021-02-11 01:18:41,negative
1359789289706561543,Jim Bamber Cartoons,schumacher retire formula end year would back year later apart old bad habit make little impact,2,1,2021-02-11 09:00:04,negative
1359737453112922116,Art Ford 🇺🇸🇺🇸🇺🇸,yeah weird rule formula be follow follower less follower gazillion follower follow few cool way around follow anymore,2,0,2021-02-11 05:34:06,negative
1359745575105646597,phil,guy seriously pull ya formula driver I joking,4,0,2021-02-11 06:06:22,negative
1359740070920663040,crab beebeebooboo,thought someone thought botw good game bad zelda game bad take bc make sense mean think make sense follow somewhat trad formula usually thing bit linear,1,0,2021-02-11 05:44:30,negative
1359728697813716994,ChartMill,move average simple move average sma simple move average sma definition formula average move average,0,0,2021-02-11 04:59:18,negative
1359824937880612865,GP Touring,fiaformulae back round formula e accelerate today use hashtag tweet displayed social wall show,0,0,2021-02-11 11:21:44,negative
1359751521873719298,Las Vegas Review-Journal,one star title school serve high proportion low income student slat lose around half funding receive last year,4,4,2021-02-11 06:30:00,negative
1359721044207144960,Eli Grabanski,like say tough especially gibson easily I go since hit criterion breakout rb mixon formula base age few season belt since think primary back team,0,0,2021-02-11 04:28:53,negative
1359824987528568835,Sam T,panel use follow formula u covid death south korean covid death be u covid death so approximately u covid death could prevent here,0,0,2021-02-11 11:21:56,negative
1359752575965229059,CNBC-TV18,plan launch r cr qip february end qip price decide base sebi formula source,21,3,2021-02-11 06:34:11,negative
1359684117097422848,TrueGameData,still wrap head around ttk v dp directly multiply like ttk formula ttk shot kill minus round per second go use damage value calculate shot kill rpm calculate rps get,2,0,2021-02-11 02:02:09,negative
1359804502241660928,tabbrie,race remember race press wrong button wheel question both formula drive complicate twenty button wheel much effort pressure wish future concern,0,0,2021-02-11 10:00:31,negative
1359759515693035527,PriceOfFootball,unlike club chelsea separate transfer creditor debtor base formula trade debtor creditor due less yr plus amount due one year give transfer owe chelsea m owe club m,3,0,2021-02-11 07:01:46,negative
1359806752947007494,Adela,another recommend read team dire need step marketing game end come lifelong customer fan miss watch live race,1,0,2021-02-11 10:09:28,negative
1359767740442177538,Kips Surveyor,way simple math year proof wrong right back defend formula,0,0,2021-02-11 07:34:27,negative
1359726999762272261,iya ☾,basically want lose weight restrict little exercise eat less calorie amount get formula help set efficient calorie goal estimate body need properly function,0,0,2021-02-11 04:52:33,negative
1359742284670111744,lily,second long fic ao formula one rpf,1,0,2021-02-11 05:53:18,negative
1359671870359011329,anaᴴ emma corrins award campaign,mean two formula one driver rory gilmore harry style as bad,0,0,2021-02-11 01:13:30,negative
1359788557343227905,tina♡,know jimin s bun really round circle radius butt cm arc bun take cm long jimin say height cm let u redo math base formula,5,1,2021-02-11 08:57:10,negative
1359690649277235202,The Peoples Champion,like zelda game flip formula back exploration like original ne zelda map fill climb tower fill section even then find interest spot mark them,0,0,2021-02-11 02:28:07,negative
1359831406080385025,Regan 3:16,genuinely weird remember month back say something along line formula entertain people use die it warp,0,0,2021-02-11 11:47:26,negative
1359733566972653574,The Market Dog ™️,vix mathematical formula base option need explain rest,1,0,2021-02-11 05:18:39,negative
1359693310625947652,TSGsphere,also work video design philosophy s combat system since action base combat may series dna long little know fact atb system actually inspire formula one race,4,1,2021-02-11 02:38:41,negative
1359745054450081792,sidney | a constant flop,unfriendly reminder second long work ao formula,17,2,2021-02-11 06:04:18,negative
1359813222585561091,PAGID Racing,beauty carmen boulogne electric supercar late technology derive formula e kw power avant garde design course new car equip rsc compound,0,0,2021-02-11 10:35:11,negative
1359674079708651526,roadeye1112,formula sport game,2,0,2021-02-11 01:22:16,negative
1359833051069612032,Alex,apparently riccardo bad guy would rather focus drive mclaren joke around norris formula joke sport know,3,0,2021-02-11 11:53:58,negative
1359790090495660035,cprefrigerator,herbal secret prostate support capsule non gmo advance herbal formula,0,0,2021-02-11 09:03:15,negative
1359787832835997697,Lady B,learn one hard way add list lesson learn entrepreneurial journey I still balance equation get formula right though take time reach equilibrium,0,0,2021-02-11 08:54:17,negative
1359702493979004928,Rajit Desai,see realise well india played test formula st home test visit team get choice whether bat bowl alternate thereafter least take toss equation,3,0,2021-02-11 03:15:11,negative
1359791864182898692,Ideabrew Studios,season f show retire without world championship fact world champion retire formula decade catch late episode,0,0,2021-02-11 09:10:18,negative
1359667658480885761,🔋 Janne — FSD DOGE! 🚀,time unfollow offend thing passionate agree enjoy transition renewable energy nuclear energy the st century way bitcoin crypto decentralization formula yep sorry old passion techno optimism,3,0,2021-02-11 00:56:45,negative
1359834296962478081,tweets,cannot give formula success give formula failure be try please everybody,0,0,2021-02-11 11:58:55,negative
1359784195422314496,hot noodle,second long fanfiction ao rpf formula fic million word,1,0,2021-02-11 08:39:50,negative
1359837490937548800,Blog Formula E,fiaformulae back round formula e accelerate today use hashtag tweet displayed social wall show,0,0,2021-02-11 12:11:37,negative
1359798459142868992,QliqGaming,mega ramp car game formula car game qliq game,0,0,2021-02-11 09:36:31,negative
1359816781980987394,AutoRacing1.com,ferrari f make life difficult mercedes rossi gmm ferrari need join red bull make life difficult mercedes view motogp legend valentino rossi show above make headline formula recently,0,0,2021-02-11 10:49:19,negative
1359788389264982018,kitchencabinet,herbal secret prostate support capsule non gmo advance herbal formula,0,0,2021-02-11 08:56:30,negative
1359731287041454080,Joshua Petre,variable chart infant grows weight ounce every feed every hr st month month frame also variable concentration formula powder family member baby usually midsized container week,2,0,2021-02-11 05:09:36,negative
1359824526977204224,Deltek UK,blog three thing generate business firm read blog find,0,0,2021-02-11 11:20:06,negative
1359714307693371396,Ricardo Gutiérrez,call old fashion fuck baby formula lock key market,17,0,2021-02-11 04:02:07,negative
1359712736419016708,Aussie Ambitions Podcast,episode dedication help business grow traffic coach business consultant marketing strategist tim austin share successful formula base success failure business,0,0,2021-02-11 03:55:53,negative
1359808603985747968,⁹¹Tris²⁸ 🥂,decide look long fics ao second long fuck formula fic,1,0,2021-02-11 10:16:49,negative
1359813121825767424,Arty Print Creations,stirling moss drive rob walker race team first formula victory lotus car late addition shop stirling moss lotus motor race art print,0,0,2021-02-11 10:34:47,negative
